Contest ID, Bug ID,,, Bug Description,link,,
35, L-13,,,[L-13] TridentNFT ignores from Submitted by cmichel,[L-13]?TridentNFT?ignores?from?Submitted by cmichel,,
35, L-14,,,[L-14] Wrong inequality when trying to subscribe to an incentive Submitted by cmichel,[L-14] Wrong inequality when trying to subscribe to an incentive?Submitted by cmichel,,
35, L-15,,,[L-15] ConcentratedLiquidityPools can be created with the same tokens Submitted by cmichel,[L-15]?ConcentratedLiquidityPools can be created with the same tokens?Submitted by cmichel,,
35, L-16,,,[L-16] Ticks.cross wrong comment? Submitted by cmichel,[L-16]?Ticks.cross?wrong comment??Submitted by cmichel,,
35, L-17,,,[L-17] DyDxMath.getLiquidityForAmounts underflows Submitted by cmichel,[L-17]?DyDxMath.getLiquidityForAmounts?underflows?Submitted by cmichel,,
35, L-18,,,[L-18] No sanity check of _price in the constructor Submitted by broccoli,[L-18] No sanity check of?_price?in the constructor?Submitted by broccoli,,
35, L-19,,,[L-19] ConcentratedLiquidityPool: MAX_TICK_LIQUIDITY is checked incorrectly Submitted by hickuphh3,[L-19] ConcentratedLiquidityPool: MAX_TICK_LIQUIDITY is checked incorrectly?Submitted by hickuphh3,,
35, L-20,,,[L-20] Consider using solidity version 0.8.8,[L-20] Consider using solidity version 0.8.8,,
35, L-21,,,[L-21] Implement or remove functions,[L-21] Implement or remove functions,,
35, L-22,,,"[L-22] subscribe can be called by anyone Submitted by 0xsanson, also found by pauliax","[L-22]?subscribe?can be called by anyone?Submitted by 0xsanson, also found by pauliax",,
35, L-23,,,[L-23] _burn should decrement totalSupply Submitted by pauliax,[L-23] _burn should decrement totalSupply?Submitted by pauliax,,
36, L-01,,,[L-01] Not handling approve return value Submitted by WatchPug,[L-01] Not handling approve return value?Submitted by WatchPug,,
36, L-02,,,[L-02] licenseFee state variable not checked for maximum value (Basket.sol) Submitted by ye0lde,[L-02] licenseFee state variable not checked for maximum value (Basket.sol)?Submitted by ye0lde,,
36, L-03,,,[L-03] No input validation on parameter changes Submitted by anon,[L-03] No input validation on parameter changes?Submitted by anon,,
36, L-04,,,[L-04] block.timestamp is a better timer than block.number Submitted by anon,[L-04] block.timestamp is a better timer than block.number?Submitted by anon,,
36, L-05,,,"[L-05] Add nonreentrant modifiers to external methods in 2 files Submitted by anon, also found by 0xRajeev, 0xsanson, goatbug, and pauliax","[L-05] Add nonreentrant modifiers to external methods in 2 files?Submitted by anon, also found by 0xRajeev, 0xsanson, goatbug, and pauliax",,
36, L-06,,,"[L-06] Missing Zero-Address Checks Submitted by shenwilly, also found by 0xRajeev and JMukesh","[L-06] Missing Zero-Address Checks?Submitted by shenwilly, also found by 0xRajeev and JMukesh",,
36, L-07,,,[L-07] Check the actual amounts transferred Submitted by pauliax,[L-07] Check the actual amounts transferred?Submitted by pauliax,,
36, L-08,,,[L-08] Variable assignment has no effect Submitted by nikitastupin,[L-08] Variable assignment has no effect?Submitted by nikitastupin,,
36, L-09,,,[L-09] Lack of Event Logging and Input Validation Submitted by leastwood,[L-09] Lack of Event Logging and Input Validation?Submitted by leastwood,,
36, L-10,,,[L-10] Inaccurate log emitted at deleteNewIndex Submitted by kenzo,[L-10] Inaccurate log emitted at deleteNewIndex?Submitted by kenzo,,
36, L-11,,,[L-11] Cannot change pending while timelocked Submitted by joeysantoro,[L-11] Cannot change pending while timelocked?Submitted by joeysantoro,,
36, L-12,,,[L-12] DAO is fee recipient / cannot revoke owner Submitted by joeysantoro,[L-12] DAO is fee recipient / cannot revoke owner?Submitted by joeysantoro,,
36, L-13,,,[L-13] tokensNeeded can potentially be 0 Submitted by itsmeSTYJ,[L-13] tokensNeeded can potentially be 0?Submitted by itsmeSTYJ,,
36, L-14,,,[L-14] Proposals can never get created due to reaching block.gaslimit Submitted by hrkrshnn,[L-14] Proposals can never get created due to reaching?block.gaslimit?Submitted by hrkrshnn,,
36, L-15,,,[L-15] Sanity checks when the contract parameters are updated Submitted by hrkrshnn,[L-15] Sanity checks when the contract parameters are updated?Submitted by hrkrshnn,,
36, L-16,,,[L-16] Event params are of no practical value Submitted by hack3r-0m,[L-16] Event params are of no practical value?Submitted by hack3r-0m,,
36, L-17,,,[L-17] handleFees() will revert if licenseFee is too high Submitted by gpersoon,[L-17] handleFees() will revert if licenseFee is too high?Submitted by gpersoon,,
36, L-18,,,"[L-18] initialize of Basket.sol is missing initializer Submitted by gpersoon, also found by 0xRajeev and loop","[L-18] initialize of Basket.sol is missing initializer?Submitted by gpersoon, also found by 0xRajeev and loop",,
36, L-19,,,[L-19] Lack of zero ratio validation Submitted by defsec,[L-19] Lack of zero ratio validation?Submitted by defsec,,
36, L-20,,,[L-20] Global bounties variable and 0 bounty allow dos in bounty functionality of basket Submitted by csanuragjain,[L-20] Global bounties variable and 0 bounty allow dos in bounty functionality of basket?Submitted by csanuragjain,,
36, L-21,,,[L-21] newIbRatio update math depends on how often it's called Submitted by cmichel,[L-21]?newIbRatio?update math depends on how often it's called?Submitted by cmichel,,
36, L-22,,,[L-22] Setting wrong publisher cannot be undone Submitted by cmichel,[L-22] Setting wrong publisher cannot be undone?Submitted by cmichel,,
36, L-23,,,[L-23] Re-entrancy in Factory.createBasket Submitted by cmichel,[L-23] Re-entrancy in?Factory.createBasket?Submitted by cmichel,,
36, L-24,,,"[L-24] Wrong constant for ONE_DAY Submitted by cmichel, also found by 0xRajeev","[L-24] Wrong constant for?ONE_DAY?Submitted by cmichel, also found by 0xRajeev",,
36, L-25,,,[L-25] specs not according to the docs Submitted by JMukesh,[L-25] specs not according to the docs?Submitted by JMukesh,,
36, L-26,,,"[L-26] lack of checking of array length Submitted by JMukesh, also found by 0xRajeev","[L-26] lack of checking of array length?Submitted by JMukesh, also found by 0xRajeev",,
36, L-27,,,[L-27] lack of checks in Factory.setAuctionMultiplier Submitted by Alex the Entreprenerd,[L-27] lack of checks in Factory.setAuctionMultiplier?Submitted by Alex the Entreprenerd,,
36, L-28,,,[L-28] Factory.sol - lack of checks for setMinLicenseFee Submitted by Alex the Entreprenerd,[L-28] Factory.sol - lack of checks for setMinLicenseFee?Submitted by Alex the Entreprenerd,,
36, L-29,,,[L-29] handleFees reverts if supply is zero Submitted by 0xsanson,[L-29]?handleFees?reverts if supply is zero?Submitted by 0xsanson,,
36, L-30,,,[L-30] Recognize the risk of using approve Submitted by 0xRajeev,[L-30] Recognize the risk of using approve?Submitted by 0xRajeev,,
36, L-31,,,[L-31] Resetting partial struct fields is risky Submitted by 0xRajeev,[L-31] Resetting partial struct fields is risky?Submitted by 0xRajeev,,
36, L-32,,,[L-32] Publisher role cannot be renounced Submitted by 0xRajeev,[L-32] Publisher role cannot be renounced?Submitted by 0xRajeev,,
36, L-33,,,[L-33] Missing support for (preventing) use of deflationary tokens in baskets Submitted by 0xRajeev,[L-33] Missing support for (preventing) use of deflationary tokens in baskets?Submitted by 0xRajeev,,
36, L-34,,,[L-34] Risk of duplicate/scam basket token names/symbols may trick users Submitted by 0xRajeev,[L-34] Risk of duplicate/scam basket token names/symbols may trick users?Submitted by 0xRajeev,,
36, L-35,,,[L-35] Missing sanity/threshold checks on critical contract parameter initializations Submitted by 0xRajeev,[L-35] Missing sanity/threshold checks on critical contract parameter initializations?Submitted by 0xRajeev,,
36, L-36,,,[L-36] Missing timelocks for critical protocol parameter setters by owner Submitted by 0xRajeev,[L-36] Missing timelocks for critical protocol parameter setters by owner?Submitted by 0xRajeev,,
36, L-37,,,[L-37] Timelock period may be less than 24 hours because it depends on block.number instead of block.timestamp Submitted by nikitastupin,[L-37] Timelock period may be less than 24 hours because it depends on?block.number?instead of?block.timestamp?Submitted by nikitastupin,,
36, L-38,,,[L-38] Missing Transfer Ownership Pattern Submitted by leastwood,[L-38] Missing Transfer Ownership Pattern?Submitted by leastwood,,
36, L-39,,,[L-39] initialize function in basket.sol can be front-run Submitted by jah,[L-39] initialize function in basket.sol can be front-run?Submitted by jah,,
36, L-40,,,"[L-40] use of approve() instead of safeApprove() Submitted by JMukesh, also found by defsec","[L-40] use of approve() instead of safeApprove()?Submitted by JMukesh, also found by defsec",,
36, L-41,,,[L-41] block timestamp manipulation can cause fees change Submitted by aga7hokakological,[L-41] block timestamp manipulation can cause fees change?Submitted by aga7hokakological,,
36, L-42,,,[L-42] Auction.sol#settleAuction() addBounty with a fake token could potentially disrupt settleAuction() Submitted by WatchPug,[L-42]?Auction.sol#settleAuction()?addBounty with a fake token could potentially disrupt?settleAuction()?Submitted by WatchPug,,
36, L-43,,,[L-43] Incorrectly used new publisher and new licenseFee cannot be changed Submitted by 0xRajeev,[L-43] Incorrectly used new publisher and new licenseFee cannot be changed?Submitted by 0xRajeev,,
36, L-44,,,"[L-44] Factory.sol Lack of two-step procedure and/or input validation routines for critical operations leaves them error-prone Submitted by WatchPug, also found by 0xRajeev","[L-44]?Factory.sol?Lack of two-step procedure and/or input validation routines for critical operations leaves them error-prone?Submitted by WatchPug, also found by 0xRajeev",,
36, L-45,,,"[L-45] malicious tokens could be added with addBounty Submitted by gpersoon, also found by jonah1005 and leastwood","[L-45] malicious tokens could be added with addBounty?Submitted by gpersoon, also found by jonah1005 and leastwood",,
37, L-01,,,[L-01] Param initInterestRate in TempusPool::constructor should not be 0 Submitted by pmerkleplant.,[L-01] Param?initInterestRate?in?TempusPool::constructor?should not be 0?Submitted by pmerkleplant.,,
37, L-02,,,[L-02] Open TODOs Submitted by pants.,[L-02] Open TODOs?Submitted by pants.,,
37, L-03,,,"[L-03] No swap slippage checks Submitted by cmichel, also found by hyh.","[L-03] No?swap?slippage checks?Submitted by cmichel, also found by hyh.",,
37, L-04,,,[L-04] PermanentlyOwnable does not prevent transferring ownership to a dead address. Submitted by chenyu.,[L-04] PermanentlyOwnable does not prevent transferring ownership to a dead address.?Submitted by chenyu.,,
37, L-05,,,[L-05] Scaling factors for token 0/1 might swap in TempusAMM constructor. Submitted by chenyu.,[L-05] Scaling factors for token 0/1 might swap in TempusAMM constructor.?Submitted by chenyu.,,
38, L-01,,,[L-01] ecrecover may return empty address Submitted by pauliax,[L-01]?ecrecover?may return empty address?Submitted by pauliax,,
38, L-02,,,[L-02] block.chainid may change in case of a hardfork Submitted by pauliax,[L-02]?block.chainid?may change in case of a hardfork?Submitted by pauliax,,
38, L-03,,,[L-03] Hardcoded WETH Submitted by pauliax,[L-03] Hardcoded WETH?Submitted by pauliax,,
38, L-04,,,[L-04] Zapper should safeApprove(0) first Submitted by cmichel,[L-04]?Zapper?should?safeApprove(0)?first?Submitted by cmichel,,
38, L-05,,,"[L-05] If zero address is added as privilege anyone can execute arbitrary transactions Submitted by cmichel, also found by pmerkleplant","[L-05] If zero address is added as privilege anyone can execute arbitrary transactions?Submitted by cmichel, also found by pmerkleplant",,
38, L-06,,,[L-06] Address with privilege for QuickAccount with address(0)'s can execute arbitrary transactions Submitted by pmerkleplant,[L-06] Address with privilege for?QuickAccount?with?address(0)'s can execute arbitrary transactions?Submitted by pmerkleplant,,
39, L-01,,,"[L-01] Different parameter used in while emitting event Submitted by JMukesh, also found by pauliax.","[L-01] Different parameter used in while emitting event?Submitted by JMukesh, also found by pauliax.",,
39, L-02,,,[L-02] Swivel Markets are not Isolated Submitted by leastwood.,[L-02] Swivel Markets are not Isolated?Submitted by leastwood.,,
39, L-03,,,"[L-03] Missing zero-address checks Submitted by 0xRajeev, also found by cmichel, defsec, GalloDaSballo, JMukesh, and pants.","[L-03] Missing zero-address checks?Submitted by 0xRajeev, also found by cmichel, defsec, GalloDaSballo, JMukesh, and pants.",,
39, L-04,,,"[L-04] Missing input validation, threshold check, event and timelock in setFee function Submitted by 0xRajeev, also found by 0xsanson, defsec, JMukesh, and pauliax.","[L-04] Missing input validation, threshold check, event and timelock in?setFee?function?Submitted by 0xRajeev, also found by 0xsanson, defsec, JMukesh, and pauliax.",,
39, L-05,,,"[L-05] Compact signatures not being supported could lead to DoS Submitted by 0xRajeev, also found by pauliax.","[L-05] Compact signatures not being supported could lead to DoS?Submitted by 0xRajeev, also found by pauliax.",,
39, L-06,,,"[L-06] Missing input validation on array length match Submitted by 0xRajeev, also found by JMukesh, and leastwood.","[L-06] Missing input validation on array length match?Submitted by 0xRajeev, also found by JMukesh, and leastwood.",,
39, L-07,,,[L-07] Abstract contracts should really be interfaces Submitted by 0xRajeev.,[L-07] Abstract contracts should really be interfaces?Submitted by 0xRajeev.,,
39, L-08,,,"[L-08] Static chainID could allow replay attacks on chain splits Submitted by 0xRajeev, also found by 0xsanson, nikitastupin, and pauliax.","[L-08] Static?chainID?could allow replay attacks on chain splits?Submitted by 0xRajeev, also found by 0xsanson, nikitastupin, and pauliax.",,
39, L-09,,,[L-09] Swivel: Incorrect dev comments for the 4 initiate functions Submitted by itsmeSTYJ.,[L-09] Swivel: Incorrect dev comments for the 4 initiate functions?Submitted by itsmeSTYJ.,,
39, L-10,,,"[L-10] Open TODOs in Codebase Submitted by leastwood, also found by pants and ye0lde.","[L-10] Open TODOs in Codebase?Submitted by leastwood, also found by pants and ye0lde.",,
39, L-11,,,[L-11] Complex state variable copied to memory in redeemZcToken (MarketPlace.sol) Submitted by ye0lde.,[L-11] Complex state variable copied to memory in?redeemZcToken?(MarketPlace.sol)?Submitted by ye0lde.,,
39, L-12,,,"[L-12] swivel and marketPlace contract does not implement the mechanisim to renounce the role of admin Submitted by JMukesh, also found by GalloDaSballo and pants.","[L-12] swivel and marketPlace contract does not implement the mechanisim to renounce the role of admin?Submitted by JMukesh, also found by GalloDaSballo and pants.",,
